Date,Open*,High,Low,Close**,Volume,Market Cap
"Dec 31, 2022",$245.79,$247.58,$245.11,$246.35,"$307,551,853","$39,407,173,516"
"Dec 30, 2022",$246.46,$246.50,$243.13,$245.78,"$342,300,809","$39,316,042,284"
"Dec 29, 2022",$244.17,$246.60,$243.58,$246.48,"$345,312,528","$39,428,145,950"
"Dec 28, 2022",$246.61,$246.84,$242.11,$244.14,"$414,698,978","$39,054,223,214"
"Dec 27, 2022",$244.20,$247.68,$242.56,$246.60,"$391,342,277","$39,446,947,208"
"Dec 26, 2022",$243.15,$244.60,$242.22,$244.20,"$276,115,280","$39,063,326,955"
"Dec 25, 2022",$244.64,$245.73,$241.70,$243.14,"$298,063,868","$38,894,316,963"
"Dec 24, 2022",$246.15,$246.18,$243.95,$244.64,"$280,627,376","$39,133,349,164"
"Dec 23, 2022",$245.89,$248.27,$244.45,$246.15,"$388,929,772","$39,375,368,363"
"Dec 22, 2022",$246.07,$248.03,$240.48,$245.89,"$543,367,184","$39,334,222,657"
"Dec 21, 2022",$251.69,$251.69,$245.76,$246.05,"$479,296,549","$39,359,267,890"
"Dec 20, 2022",$240.67,$252.63,$239.80,$251.74,"$667,866,377","$40,270,721,918"
"Dec 19, 2022",$251.24,$252.93,$238.65,$240.66,"$751,196,285","$38,497,257,994"
"Dec 18, 2022",$242.52,$253.34,$240.04,$251.16,"$925,487,110","$40,176,732,868"
"Dec 17, 2022",$231.22,$243.58,$221.00,$242.53,"$1,196,953,526","$38,796,722,023"
"Dec 16, 2022",$258.27,$264.25,$227.35,$231.23,"$1,264,053,277","$36,989,640,968"
"Dec 15, 2022",$268.15,$268.15,$257.08,$258.27,"$709,349,174","$41,315,420,629"
"Dec 14, 2022",$271.96,$277.86,$266.15,$268.23,"$1,026,628,081","$42,908,400,755"
"Dec 13, 2022",$276.28,$280.69,$257.44,$271.95,"$1,925,504,273","$43,503,575,941"
"Dec 12, 2022",$284.43,$285.54,$273.53,$276.28,"$974,762,447","$44,195,717,778"
"Dec 11, 2022",$288.14,$290.94,$284.19,$284.39,"$496,833,486","$45,493,467,669"
"Dec 10, 2022",$286.11,$289.49,$286.11,$288.13,"$439,735,200","$46,090,966,906"
"Dec 09, 2022",$290.52,$291.57,$285.58,$286.09,"$644,239,750","$45,765,515,255"
"Dec 08, 2022",$284.30,$291.51,$282.81,$290.54,"$646,645,162","$46,476,916,921"
"Dec 07, 2022",$290.38,$290.49,$282.02,$284.28,"$759,320,494","$45,476,734,072"
"Dec 06, 2022",$288.46,$290.60,$287.11,$290.35,"$610,280,514","$46,447,810,674"
"Dec 05, 2022",$292.21,$296.91,$286.54,$288.47,"$705,616,866","$46,147,098,395"
"Dec 04, 2022",$290.55,$292.34,$288.50,$292.29,"$633,441,009","$46,757,282,793"
"Dec 03, 2022",$293.50,$294.04,$289.70,$290.56,"$634,607,105","$46,481,371,529"
"Dec 02, 2022",$292.03,$293.53,$286.14,$293.53,"$854,253,818","$46,955,638,515"
"Dec 01, 2022",$300.75,$301.48,$290.55,$292.02,"$1,433,086,340","$46,713,966,636"
"Nov 30, 2022",$295.55,$304.65,$294.38,$300.79,"$1,009,620,336","$48,118,283,430"
"Nov 29, 2022",$293.49,$304.82,$289.76,$295.50,"$986,451,640","$47,271,122,271"
"Nov 28, 2022",$307.40,$309.10,$289.49,$293.53,"$1,154,829,072","$46,955,899,032"
"Nov 27, 2022",$311.37,$316.22,$307.16,$307.43,"$793,779,029","$49,179,890,751"
"Nov 26, 2022",$300.57,$316.96,$300.39,$311.39,"$1,221,554,861","$49,813,311,436"
"Nov 25, 2022",$300.33,$304.16,$294.91,$300.58,"$949,045,515","$48,083,958,346"
"Nov 24, 2022",$297.95,$303.06,$294.53,$300.43,"$1,219,177,799","$48,060,047,574"
"Nov 23, 2022",$266.42,$300.02,$265.03,$297.85,"$1,920,236,928","$47,647,318,082"
"Nov 22, 2022",$254.02,$266.89,$252.39,$266.32,"$800,429,058","$42,604,562,673"
"Nov 21, 2022",$264.24,$264.74,$250.66,$254.17,"$1,094,850,661","$40,659,978,959"
"Nov 20, 2022",$272.43,$273.65,$262.56,$264.24,"$720,361,905","$42,270,466,526"
"Nov 19, 2022",$273.89,$274.26,$269.65,$272.40,"$551,451,228","$43,576,320,416"
"Nov 18, 2022",$267.91,$274.51,$267.91,$273.92,"$685,307,608","$43,819,908,780"
"Nov 17, 2022",$272.09,$273.22,$264.40,$267.91,"$854,777,255","$42,858,741,189"
"Nov 16, 2022",$276.86,$279.79,$269.65,$272.08,"$908,816,092","$43,525,943,306"
"Nov 15, 2022",$278.63,$281.88,$274.09,$276.87,"$1,116,291,060","$44,292,678,773"
"Nov 14, 2022",$276.62,$290.72,$268.23,$278.58,"$1,541,330,420","$44,565,408,018"
"Nov 13, 2022",$282.37,$286.08,$274.05,$276.58,"$956,106,804","$44,245,687,908"
"Nov 12, 2022",$289.86,$290.37,$272.05,$282.34,"$1,189,401,392","$45,167,505,778"
"Nov 11, 2022",$303.99,$304.91,$280.63,$289.82,"$1,625,174,426","$46,364,088,779"
"Nov 10, 2022",$266.89,$311.07,$264.47,$304.08,"$2,461,275,687","$48,645,327,658"
"Nov 09, 2022",$327.82,$332.06,$261.73,$266.85,"$3,191,459,132","$42,690,010,298"
"Nov 08, 2022",$336.99,$388.72,$302.75,$327.69,"$5,390,603,525","$52,422,579,607"
"Nov 07, 2022",$338.90,$344.04,$327.68,$337.01,"$1,811,518,274","$53,914,349,553"
"Nov 06, 2022",$349.29,$354.49,$339.19,$339.39,"$1,143,505,730","$54,294,354,064"
"Nov 05, 2022",$354.42,$360.31,$347.02,$349.25,"$1,231,594,445","$55,872,507,022"
"Nov 04, 2022",$329.67,$358.18,$328.74,$354.41,"$1,938,879,952","$56,696,907,534"
"Nov 03, 2022",$320.17,$338.64,$318.50,$329.72,"$1,514,834,239","$52,747,289,289"
"Nov 02, 2022",$324.47,$329.04,$316.28,$320.15,"$1,411,029,750","$51,216,971,698"
"Nov 01, 2022",$326.28,$334.21,$317.94,$324.58,"$1,329,110,451","$51,925,582,975"
"Oct 31, 2022",$313.67,$336.80,$307.63,$326.36,"$2,168,405,759","$52,210,645,189"
"Oct 30, 2022",$304.23,$318.07,$302.53,$313.75,"$1,451,550,019","$50,194,052,761"
"Oct 29, 2022",$298.00,$307.91,$295.95,$304.22,"$1,397,370,727","$48,668,443,564"
"Oct 28, 2022",$286.84,$300.72,$286.14,$298.01,"$1,072,756,219","$47,676,042,557"
"Oct 27, 2022",$290.39,$293.07,$285.23,$286.84,"$874,526,054","$45,889,133,084"
"Oct 26, 2022",$284.36,$291.70,$284.16,$290.38,"$1,017,326,051","$46,454,401,105"
"Oct 25, 2022",$273.95,$289.60,$272.37,$284.43,"$940,035,659","$45,503,479,951"
"Oct 24, 2022",$276.00,$276.88,$271.88,$273.98,"$535,946,814","$43,830,941,989"
"Oct 23, 2022",$270.48,$276.57,$269.10,$276.01,"$483,765,500","$44,155,896,393"
"Oct 22, 2022",$270.03,$271.01,$268.57,$270.48,"$391,459,296","$43,271,477,490"
"Oct 21, 2022",$269.24,$271.05,$264.52,$270.04,"$593,811,687","$43,200,999,361"
"Oct 20, 2022",$271.95,$273.29,$267.86,$269.27,"$539,795,617","$43,352,990,987"
"Oct 19, 2022",$273.22,$273.65,$270.68,$271.98,"$497,761,035","$43,789,393,911"
"Oct 18, 2022",$275.53,$275.82,$270.53,$273.21,"$599,934,776","$44,079,687,878"
"Oct 17, 2022",$272.50,$275.84,$270.43,$275.51,"$594,844,795","$44,450,444,229"
"Oct 16, 2022",$268.41,$273.74,$268.36,$272.52,"$563,344,666","$43,967,624,739"
