Date,Open*,High,Low,Close**,Volume
"Dec 31, 2022",$0.4681,$0.4908,$0.4236,$0.4647,$781
"Dec 30, 2022",$0.4765,$0.5089,$0.4611,$0.4681,$791
"Dec 29, 2022",$0.531,$0.5841,$0.4539,$0.4765,$798
"Dec 28, 2022",$0.6011,$0.6455,$0.4215,$0.531,"$1,190"
"Dec 27, 2022",$0.5994,$0.6439,$0.4992,$0.6011,$622
"Dec 26, 2022",$0.5835,$0.6232,$0.5765,$0.5994,$871
"Dec 25, 2022",$0.6749,$0.679,$0.5409,$0.5835,"$1,099"
"Dec 24, 2022",$0.658,$0.69,$0.6405,$0.6749,$900
"Dec 23, 2022",$0.6931,$0.694,$0.6557,$0.658,$901
"Dec 22, 2022",$0.7269,$0.7585,$0.6571,$0.6931,$990
"Dec 21, 2022",$0.838,$0.8456,$0.6711,$0.7269,"$1,056"
"Dec 20, 2022",$0.8244,$0.8522,$0.8036,$0.8381,"$1,066"
"Dec 19, 2022",$0.827,$0.845,$0.8238,$0.8244,$682
"Dec 18, 2022",$0.8267,$0.8349,$0.821,$0.827,$895
"Dec 17, 2022",$0.829,$0.832,$0.808,$0.8267,$966
"Dec 16, 2022",$0.8624,$0.8733,$0.8243,$0.8291,"$1,133"
"Dec 15, 2022",$0.8881,$0.9097,$0.6907,$0.8624,"$1,265"
"Dec 14, 2022",$0.9066,$0.9219,$0.8795,$0.8881,$779
"Dec 13, 2022",$0.9022,$1.00,$0.7212,$0.9066,"$1,024"
"Dec 12, 2022",$0.8948,$0.9106,$0.8572,$0.9022,$888
"Dec 11, 2022",$0.8999,$0.9453,$0.8332,$0.8949,"$1,026"
"Dec 10, 2022",$0.9104,$0.9651,$0.8331,$0.8998,"$1,710"
"Dec 09, 2022",$0.9771,$1.06,$0.8047,$0.9104,"$1,385"
"Dec 08, 2022",$0.9683,$1.15,$0.9493,$0.9772,$949
"Dec 07, 2022",$1.02,$1.13,$0.8885,$0.9683,$963
"Dec 06, 2022",$0.9928,$1.09,$0.9726,$1.02,"$1,097"
"Dec 05, 2022",$1.01,$1.22,$0.87,$0.9927,"$1,589"
"Dec 04, 2022",$0.939,$1.02,$0.9278,$1.00,"$1,174"
"Dec 03, 2022",$0.9017,$0.964,$0.8684,$0.939,"$1,009"
"Dec 02, 2022",$0.8596,$0.9084,$0.8565,$0.9017,"$1,075"
"Dec 01, 2022",$0.9188,$0.9466,$0.8363,$0.8595,"$1,100"
"Nov 30, 2022",$0.9056,$0.9818,$0.842,$0.9188,"$1,392"
"Nov 29, 2022",$0.895,$0.9363,$0.8915,$0.9056,"$1,076"
"Nov 28, 2022",$0.8841,$0.9294,$0.8643,$0.895,"$1,032"
"Nov 27, 2022",$0.9123,$0.9289,$0.8801,$0.8842,"$1,628"
"Nov 26, 2022",$0.9351,$0.9638,$0.8923,$0.9123,"$1,021"
"Nov 25, 2022",$0.9163,$0.9445,$0.9131,$0.9351,$908
"Nov 24, 2022",$0.9199,$0.9387,$0.9128,$0.9163,"$1,022"
"Nov 23, 2022",$0.8784,$0.9529,$0.865,$0.9199,$943
"Nov 22, 2022",$0.8637,$0.8923,$0.824,$0.8782,"$1,014"
"Nov 21, 2022",$0.8437,$0.903,$0.8206,$0.8637,"$1,002"
"Nov 20, 2022",$0.813,$0.9581,$0.8032,$0.8437,$899
"Nov 19, 2022",$0.849,$0.9077,$0.7473,$0.813,$790
"Nov 18, 2022",$1.01,$1.04,$0.7569,$0.849,"$2,400"
"Nov 17, 2022",$1.14,$1.16,$0.9623,$1.01,"$1,396"
"Nov 16, 2022",$1.40,$1.44,$1.13,$1.14,"$1,757"
"Nov 15, 2022",$1.37,$1.43,$1.32,$1.40,"$1,736"
"Nov 14, 2022",$1.36,$1.39,$1.23,$1.37,"$1,557"
"Nov 13, 2022",$1.30,$1.44,$1.30,$1.36,"$1,490"
"Nov 12, 2022",$1.33,$1.33,$1.29,$1.33,"$1,000"
"Nov 11, 2022",$1.39,$1.40,$1.22,$1.33,"$1,414"
"Nov 10, 2022",$1.49,$1.54,$1.24,$1.39,"$1,781"
"Nov 09, 2022",$1.59,$1.65,$1.23,$1.49,"$2,269"
"Nov 08, 2022",$1.83,$1.87,$1.54,$1.59,"$2,244"
"Nov 07, 2022",$1.77,$1.83,$1.74,$1.83,"$2,868"
"Nov 06, 2022",$1.87,$1.87,$1.67,$1.77,"$1,774"
"Nov 05, 2022",$1.91,$1.92,$1.73,$1.87,"$2,159"
"Nov 04, 2022",$1.85,$1.94,$1.76,$1.91,"$2,207"
"Nov 03, 2022",$1.82,$1.90,$1.71,$1.85,"$2,254"
"Nov 02, 2022",$1.83,$1.83,$1.71,$1.81,"$2,064"
"Nov 01, 2022",$1.76,$1.84,$1.60,$1.83,"$1,895"
"Oct 31, 2022",$1.74,$1.84,$1.72,$1.76,"$2,117"
"Oct 30, 2022",$1.77,$1.80,$1.62,$1.74,"$2,022"
"Oct 29, 2022",$1.82,$1.84,$1.71,$1.77,"$2,128"
"Oct 28, 2022",$1.79,$1.84,$1.72,$1.82,"$1,955"
