Date,Open*,High,Low,Close**,Volume
"Dec 31, 2022",$0.4035,$0.4441,$0.4021,$0.4111,"$7,702"
"Dec 30, 2022",$0.4174,$0.4274,$0.4013,$0.4035,"$4,472"
"Dec 29, 2022",$0.4117,$0.4463,$0.3958,$0.4174,"$9,715"
"Dec 28, 2022",$0.42,$0.42,$0.3959,$0.4117,"$3,217"
"Dec 27, 2022",$0.4068,$0.4268,$0.4009,$0.42,"$8,891"
"Dec 26, 2022",$0.3989,$0.5369,$0.3989,$0.4068,"$106,890"
"Dec 25, 2022",$0.396,$0.4299,$0.3956,$0.3989,"$3,296"
"Dec 24, 2022",$0.3913,$0.4101,$0.3913,$0.396,$823
"Dec 23, 2022",$0.3848,$0.4104,$0.3813,$0.3913,"$1,813"
"Dec 22, 2022",$0.3885,$0.3991,$0.3848,$0.3848,"$1,136"
"Dec 21, 2022",$0.4014,$0.4171,$0.3872,$0.3885,"$2,571"
"Dec 20, 2022",$0.3769,$0.4812,$0.3764,$0.4014,"$19,990"
"Dec 19, 2022",$0.4028,$0.407,$0.3718,$0.3769,"$7,535"
"Dec 18, 2022",$0.4296,$0.4297,$0.4002,$0.4028,"$5,057"
"Dec 17, 2022",$0.4162,$0.4297,$0.4035,$0.4296,"$4,130"
"Dec 16, 2022",$0.4172,$0.4297,$0.408,$0.4162,"$5,396"
"Dec 15, 2022",$0.3445,$0.4284,$0.3331,$0.4173,"$193,881"
"Dec 14, 2022",$0.3455,$0.3662,$0.3404,$0.3446,"$203,308"
"Dec 13, 2022",$0.341,$0.3808,$0.3391,$0.3455,"$162,158"
"Dec 12, 2022",$0.3618,$0.3654,$0.3355,$0.3409,"$94,088"
"Dec 11, 2022",$0.5341,$0.5768,$0.3516,$0.3585,"$145,153"
"Dec 10, 2022",$0.3966,$0.6141,$0.387,$0.5249,"$323,590"
"Dec 09, 2022",$0.368,$0.404,$0.368,$0.3966,"$5,307"
"Dec 08, 2022",$0.3748,$0.3765,$0.3617,$0.368,"$3,396"
"Dec 07, 2022",$0.386,$0.4007,$0.3621,$0.3748,"$7,577"
"Dec 06, 2022",$0.4841,$0.4841,$0.3773,$0.386,"$32,101"
"Dec 05, 2022",$0.3819,$0.5662,$0.3594,$0.4841,"$117,757"
"Dec 04, 2022",$0.3729,$0.3873,$0.3566,$0.3819,"$1,067"
"Dec 03, 2022",$0.3729,$0.3879,$0.3712,$0.3729,$958
"Dec 02, 2022",$0.3641,$0.396,$0.3637,$0.3729,$693
"Dec 01, 2022",$0.3535,$0.4148,$0.3535,$0.3641,"$3,533"
"Nov 30, 2022",$0.3498,$0.3652,$0.3497,$0.3535,$696
"Nov 29, 2022",$0.3499,$0.353,$0.3497,$0.3498,$530
"Nov 28, 2022",$0.3521,$0.3521,$0.3495,$0.3499,$216
"Nov 27, 2022",$0.3615,$0.3615,$0.3505,$0.3521,"$2,803"
"Nov 26, 2022",$0.3515,$0.362,$0.3514,$0.3615,"$1,111"
"Nov 25, 2022",$0.3634,$0.3634,$0.3514,$0.3515,$579
"Nov 24, 2022",$0.3652,$0.3658,$0.3514,$0.3634,"$1,138"
"Nov 23, 2022",$0.3516,$0.3657,$0.3437,$0.3652,"$1,422"
"Nov 22, 2022",$0.3685,$0.3685,$0.3416,$0.3516,$999
"Nov 21, 2022",$0.3711,$0.3816,$0.3313,$0.3685,"$1,752"
"Nov 20, 2022",$0.3835,$0.4156,$0.3708,$0.3711,"$1,587"
"Nov 19, 2022",$0.3749,$0.3835,$0.3729,$0.3835,"$1,122"
"Nov 18, 2022",$0.3719,$0.3834,$0.3719,$0.3749,"$1,815"
"Nov 17, 2022",$0.3904,$0.3904,$0.3685,$0.3719,$997
"Nov 16, 2022",$0.3958,$0.3974,$0.3903,$0.3903,$550
"Nov 15, 2022",$0.386,$0.396,$0.386,$0.3958,$525
"Nov 14, 2022",$0.4238,$0.4238,$0.3702,$0.386,"$2,740"
"Nov 13, 2022",$0.4459,$0.4459,$0.4238,$0.4238,"$1,131"
"Nov 12, 2022",$0.446,$0.446,$0.4266,$0.4459,$983
"Nov 11, 2022",$0.4437,$0.4702,$0.4395,$0.446,"$2,209"
"Nov 10, 2022",$0.4134,$0.4437,$0.4013,$0.4437,"$2,395"
"Nov 09, 2022",$0.461,$0.4738,$0.4134,$0.4134,"$5,831"
"Nov 08, 2022",$0.3708,$0.4758,$0.3708,$0.461,"$18,168"
"Nov 07, 2022",$0.4675,$0.5419,$0.3703,$0.3708,"$19,308"
"Nov 06, 2022",$0.4637,$0.6749,$0.4637,$0.4675,"$51,070"
"Nov 05, 2022",$0.4656,$0.4825,$0.4612,$0.4637,"$3,095"
"Nov 04, 2022",$0.4576,$0.479,$0.4562,$0.4657,"$8,228"
"Nov 03, 2022",$0.4919,$0.5017,$0.4573,$0.4573,"$6,229"
"Nov 02, 2022",$0.531,$0.622,$0.4902,$0.4919,"$39,074"
"Nov 01, 2022",$0.459,$0.6471,$0.4552,$0.531,"$80,921"
"Oct 31, 2022",$0.469,$0.469,$0.4543,$0.459,$427
"Oct 30, 2022",$0.4528,$0.4691,$0.4528,$0.469,"$1,378"
"Oct 29, 2022",$0.4692,$0.4696,$0.4527,$0.4528,"$4,655"
"Oct 28, 2022",$0.4691,$0.4767,$0.4636,$0.4692,"$2,057"
"Oct 27, 2022",$0.4699,$0.4705,$0.4609,$0.469,$846
"Oct 26, 2022",$0.4699,$0.4764,$0.4567,$0.4704,"$1,399"
"Oct 25, 2022",$0.4701,$0.4721,$0.4525,$0.4699,"$1,032"
"Oct 24, 2022",$0.4634,$0.4722,$0.4498,$0.4701,"$1,444"
"Oct 23, 2022",$0.4547,$0.4634,$0.4545,$0.4634,"$1,700"
"Oct 22, 2022",$0.4544,$0.4602,$0.4543,$0.4547,$309
"Oct 21, 2022",$0.4521,$0.4602,$0.4497,$0.4543,$467
"Oct 20, 2022",$0.46,$0.4731,$0.3512,$0.4521,"$2,431"
"Oct 19, 2022",$0.325,$0.4679,$0.325,$0.46,"$1,934"
"Oct 18, 2022",$0.4787,$0.4787,$0.325,$0.325,"$1,628"
"Oct 17, 2022",$0.4802,$0.4804,$0.4573,$0.4787,"$1,358"
"Oct 16, 2022",$0.4641,$0.4815,$0.4641,$0.4802,"$1,522"
"Oct 15, 2022",$0.4832,$0.4832,$0.4531,$0.4641,$419
"Oct 14, 2022",$0.479,$0.4976,$0.4531,$0.4832,"$7,548"
"Oct 13, 2022",$0.5004,$0.5004,$0.4751,$0.479,"$3,253"
"Oct 12, 2022",$0.4921,$0.504,$0.481,$0.5004,"$4,923"
"Oct 11, 2022",$0.5082,$0.5082,$0.4848,$0.4921,"$3,472"
"Oct 10, 2022",$0.5136,$0.5136,$0.4975,$0.5082,"$3,360"
"Oct 09, 2022",$0.5139,$0.5193,$0.4905,$0.5136,"$5,554"
"Oct 08, 2022",$0.4971,$0.5657,$0.497,$0.5139,"$24,507"
"Oct 07, 2022",$0.4868,$0.4982,$0.4865,$0.4971,"$5,497"
"Oct 06, 2022",$0.5042,$0.5043,$0.4853,$0.4868,"$3,599"
"Oct 05, 2022",$0.5037,$0.5213,$0.4839,$0.5042,"$4,040"
"Oct 04, 2022",$0.4976,$0.5267,$0.4912,$0.5037,"$3,778"
"Oct 03, 2022",$0.4927,$0.5154,$0.4896,$0.4976,"$3,397"
"Oct 02, 2022",$0.4966,$0.4976,$0.4924,$0.4927,"$1,348"
"Oct 01, 2022",$0.4973,$0.507,$0.4966,$0.4966,"$1,771"
"Sep 30, 2022",$0.5194,$0.5194,$0.4951,$0.4971,"$2,678"
"Sep 29, 2022",$0.5367,$0.5368,$0.4911,$0.5194,"$3,331"
"Sep 28, 2022",$0.539,$0.5391,$0.524,$0.5367,"$3,944"
"Sep 27, 2022",$0.5731,$0.5731,$0.5263,$0.5391,"$14,704"
"Sep 26, 2022",$0.5762,$0.5791,$0.5731,$0.5731,"$1,082"
"Sep 25, 2022",$0.5762,$0.5823,$0.576,$0.5762,"$1,914"
"Sep 24, 2022",$0.5956,$0.5956,$0.5759,$0.5762,"$1,409"
"Sep 23, 2022",$0.594,$0.6053,$0.5818,$0.5956,"$5,069"
"Sep 22, 2022",$0.5791,$0.5977,$0.5787,$0.594,"$1,744"
"Sep 21, 2022",$0.5942,$0.5987,$0.5791,$0.5791,$986
"Sep 20, 2022",$0.5956,$0.611,$0.5942,$0.5942,"$2,099"
"Sep 19, 2022",$0.603,$0.603,$0.5804,$0.5956,"$2,406"
"Sep 18, 2022",$0.6028,$0.6466,$0.6001,$0.603,"$8,980"
"Sep 17, 2022",$0.6033,$0.6047,$0.5803,$0.6028,"$1,668"
"Sep 16, 2022",$0.6023,$0.6086,$0.6,$0.6033,"$2,062"
"Sep 15, 2022",$0.6259,$0.6259,$0.6023,$0.6023,"$5,787"
"Sep 14, 2022",$0.604,$0.6681,$0.604,$0.6259,"$23,214"
"Sep 13, 2022",$0.6388,$0.6681,$0.604,$0.6446,"$13,495"
"Sep 12, 2022",$0.6602,$0.6944,$0.6386,$0.6388,"$14,913"
"Sep 11, 2022",$0.648,$0.7215,$0.648,$0.6602,"$20,820"
"Sep 10, 2022",$0.6677,$0.674,$0.6403,$0.648,"$13,881"
"Sep 09, 2022",$0.6114,$0.8154,$0.6114,$0.6677,"$98,598"
"Sep 08, 2022",$0.6201,$0.6378,$0.6039,$0.6114,"$6,974"
"Sep 07, 2022",$0.6174,$0.6358,$0.6025,$0.6201,"$4,406"
"Sep 06, 2022",$0.6513,$0.6513,$0.6118,$0.6175,"$8,125"
"Sep 05, 2022",$0.6646,$0.6646,$0.6378,$0.6513,"$8,232"
"Sep 04, 2022",$0.6583,$0.6949,$0.5372,$0.6646,"$11,220"
"Sep 03, 2022",$0.6552,$0.6839,$0.6506,$0.6583,"$10,087"
"Sep 02, 2022",$0.6573,$0.6929,$0.6378,$0.6552,"$10,490"
"Sep 01, 2022",$0.6733,$0.6755,$0.6039,$0.6573,"$8,237"
"Aug 31, 2022",$0.6748,$0.7073,$0.6652,$0.6733,"$8,110"
"Aug 30, 2022",$0.6753,$0.6926,$0.6591,$0.6748,"$14,208"
"Aug 29, 2022",$0.6943,$0.7183,$0.661,$0.6751,"$28,334"
"Aug 28, 2022",$0.6406,$0.7874,$0.6406,$0.6943,"$34,773"
"Aug 27, 2022",$0.6914,$0.7113,$0.6406,$0.6406,"$10,435"
"Aug 26, 2022",$0.7466,$0.7552,$0.6914,$0.6914,"$13,545"
"Aug 25, 2022",$0.7496,$0.7763,$0.7286,$0.7466,"$31,554"
"Aug 24, 2022",$0.761,$0.7611,$0.7416,$0.7496,"$16,429"
"Aug 23, 2022",$0.7445,$0.784,$0.7377,$0.761,"$22,597"
"Aug 22, 2022",$0.7059,$0.8746,$0.6929,$0.7445,"$113,691"
"Aug 21, 2022",$0.7126,$0.726,$0.6865,$0.7059,"$16,206"
"Aug 20, 2022",$0.7244,$0.7633,$0.6958,$0.7126,"$38,514"
"Aug 19, 2022",$0.883,$0.883,$0.7043,$0.7259,"$92,799"
"Aug 18, 2022",$0.8483,$1.08,$0.8255,$0.883,"$339,098"
"Aug 17, 2022",$0.6982,$0.9822,$0.6436,$0.8483,"$209,966"
"Aug 16, 2022",$0.7016,$0.738,$0.6779,$0.6982,"$21,496"
"Aug 15, 2022",$0.7639,$0.8312,$0.6886,$0.7016,"$99,946"
"Aug 14, 2022",$0.914,$1.08,$0.7579,$0.7639,"$274,056"
"Aug 13, 2022",$0.5729,$1.26,$0.5729,$0.914,"$1,041,718"
"Aug 12, 2022",$0.5089,$0.7957,$0.4996,$0.5933,"$197,702"
"Aug 11, 2022",$0.5033,$0.5326,$0.4936,$0.5089,"$9,984"
"Aug 10, 2022",$0.4902,$0.5336,$0.4902,$0.5033,"$6,231"
"Aug 09, 2022",$0.4997,$0.4997,$0.4901,$0.4902,"$8,428"
"Aug 08, 2022",$0.4918,$0.5051,$0.4918,$0.4997,"$4,417"
"Aug 07, 2022",$0.4913,$0.4948,$0.4884,$0.4918,"$2,790"
"Aug 06, 2022",$0.4883,$0.5009,$0.4883,$0.4913,"$5,171"
"Aug 05, 2022",$0.4956,$0.4956,$0.4883,$0.4884,"$4,045"
"Aug 04, 2022",$0.5031,$0.5031,$0.4902,$0.4956,"$1,155"
"Aug 03, 2022",$0.4945,$0.5135,$0.4901,$0.5031,"$3,704"
"Aug 02, 2022",$0.4927,$0.4945,$0.4901,$0.4945,"$1,501"
"Aug 01, 2022",$0.5012,$0.5012,$0.4915,$0.4928,"$2,798"
"Jul 31, 2022",$0.5106,$0.5106,$0.4921,$0.5012,"$1,368"
"Jul 30, 2022",$0.502,$0.5129,$0.4914,$0.5106,"$2,111"
"Jul 29, 2022",$0.5231,$0.5242,$0.4819,$0.5019,"$5,447"
"Jul 28, 2022",$0.4915,$0.5327,$0.4889,$0.5234,"$6,740"
"Jul 27, 2022",$0.464,$0.5423,$0.4632,$0.4915,"$16,712"
"Jul 26, 2022",$0.4911,$0.4911,$0.4337,$0.464,"$6,578"
"Jul 25, 2022",$0.5142,$0.5222,$0.4878,$0.4911,"$3,705"
"Jul 24, 2022",$0.5274,$0.5274,$0.5111,$0.5142,"$2,294"
"Jul 23, 2022",$0.5148,$0.5393,$0.5148,$0.5274,$992
"Jul 22, 2022",$0.5466,$0.5466,$0.5131,$0.5148,"$3,509"
"Jul 21, 2022",$0.5342,$0.5482,$0.5118,$0.5466,"$4,578"
"Jul 20, 2022",$0.5347,$0.568,$0.5342,$0.5342,"$13,644"
"Jul 19, 2022",$0.516,$0.5528,$0.5155,$0.5347,"$12,982"
"Jul 18, 2022",$0.4959,$0.5269,$0.4809,$0.516,"$12,815"
"Jul 17, 2022",$0.5009,$0.5268,$0.4935,$0.4959,"$15,152"
"Jul 16, 2022",$0.5071,$0.5135,$0.4768,$0.5009,"$10,356"
"Jul 15, 2022",$0.5066,$0.5665,$0.4849,$0.5071,"$23,258"
"Jul 14, 2022",$0.5173,$0.5174,$0.4778,$0.5066,"$17,745"
"Jul 13, 2022",$0.4674,$0.5922,$0.4602,$0.5173,"$80,961"
"Jul 12, 2022",$0.4676,$0.4827,$0.4674,$0.4674,"$6,316"
"Jul 11, 2022",$0.4875,$0.4943,$0.4668,$0.4676,"$6,777"
"Jul 10, 2022",$0.5034,$0.5241,$0.4822,$0.4875,"$9,645"
"Jul 09, 2022",$0.494,$0.5474,$0.4848,$0.5034,"$20,249"
"Jul 08, 2022",$0.5108,$0.5109,$0.4841,$0.494,"$19,091"
"Jul 07, 2022",$0.4752,$0.5831,$0.4752,$0.5109,"$86,239"
"Jul 06, 2022",$0.4656,$0.6357,$0.4534,$0.4752,"$224,389"
"Jul 05, 2022",$0.4492,$0.5662,$0.448,$0.4656,"$67,712"
"Jul 04, 2022",$0.4568,$0.4576,$0.437,$0.4492,"$1,778"
"Jul 03, 2022",$0.4574,$0.4574,$0.4345,$0.4568,"$2,034"
